Date,Open,High,Low,Close,Volume,Status
2020-02-25,131.24,131.24,125.02,126.79,941794,ok
2020-02-26,127.97,129.38,126.06,126.45,609315,ok
2020-02-27,124.33,128.05,122.0,122.8,910407,ok
2020-02-28,120.52,122.9698,117.82,119.95,1175495,ok
2020-03-02,119.89,121.47,115.15,120.04,1189177,ok
2020-03-03,119.6,121.795,114.25,116.13,947044,ok
2020-03-04,118.12,122.56,115.09,122.4,1252898,ok
2020-03-05,119.77,121.58,117.24,118.8,959391,ok
2020-03-06,115.78,120.5,115.45,119.64,1134420,ok
2020-03-09,114.0,119.64,110.33,111.69,1284624,ok
2020-03-10,114.58,118.04,111.78,117.88,1108722,ok
2020-03-11,114.73,115.59,107.18,107.8,1027700,ok
2020-03-12,101.09,104.56,96.61,98.33,1193390,ok
2020-03-13,103.22,105.78,98.19,105.7,1397917,ok
2020-03-16,95.17,100.06,94.2401,95.66,907237,ok
2020-03-17,97.34,97.58,87.16,93.13,1267510,ok
2020-03-18,88.75,93.83,79.78,90.55,1137888,ok
2020-03-19,89.06,101.235,86.51,98.33,1127792,ok
2020-03-20,99.49,104.99,96.68,100.14,1193594,ok
2020-03-23,100.77,105.36,97.63,98.65,1101099,ok
2020-03-24,101.91,104.38,96.77,102.71,1313430,ok
2020-03-25,103.43,108.3,99.79,105.29,1121674,ok
2020-03-26,105.18,115.35,104.015,114.05,1043718,ok
2020-03-27,109.94,113.905,105.6019,110.8,926394,ok
2020-03-30,111.71,113.1,107.63,109.81,782006,ok
2020-03-31,109.32,111.475,106.17,106.63,692786,ok
2020-04-01,103.78,104.75,101.4207,103.73,666012,ok
2020-04-02,102.99,108.27,102.905,107.12,930880,ok
2020-04-03,104.69,108.42,104.69,107.3,745479,ok
2020-04-06,110.52,113.92,109.05,112.69,952331,ok
2020-04-07,115.99,119.865,115.15,116.76,1290998,ok
2020-04-08,118.73,121.67,117.277,120.9,648793,ok
2020-04-09,122.72,127.0,122.0,125.39,873126,ok
2020-04-13,123.83,125.24,120.245,120.7,691667,ok
2020-04-14,121.73,124.24,121.73,122.98,765624,ok
2020-04-15,120.37,121.82,119.94,120.42,571143,ok
2020-04-16,119.3,123.17,117.87,122.315,784806,ok
2020-04-17,125.11,128.12,123.22,124.11,2128342,ok
2020-04-20,120.78,124.49,120.51,122.66,856271,ok
2020-04-21,121.02,121.22,118.615,119.84,676369,ok
2020-04-22,122.35,124.0,120.09,123.21,655282,ok
2020-04-23,122.98,125.56,122.595,124.02,889643,ok
2020-04-24,124.99,127.557,124.02,127.32,843762,ok
2020-04-27,128.4,132.24,127.5,130.92,1392325,ok
2020-04-28,147.85,153.56,140.1,140.86,4579435,ok
2020-04-29,141.99,145.875,141.59,142.69,1561327,ok
2020-04-30,141.78,143.39,139.15,139.26,1027415,ok
2020-05-01,134.43,137.98,134.24,135.3,874221,ok
2020-05-04,132.14,135.49,132.06,135.4,849979,ok
2020-05-05,135.73,137.35,135.64,136.52,939674,ok
2020-05-06,137.27,143.03,136.88,141.8,1068417,ok
2020-05-07,142.17,143.89,141.39,142.71,582318,ok
2020-05-08,143.84,149.1,143.43,149.02,847103,ok
2020-05-11,148.19,149.29,147.21,148.47,614293,ok
2020-05-12,148.7,149.38,140.41,140.41,964970,ok
2020-05-13,139.43,140.98,136.1,137.03,701206,ok
2020-05-14,136.0,138.0,135.06,137.12,727782,ok
2020-05-15,136.86,140.71,135.8,138.73,1552066,ok
2020-05-18,141.51,142.65,140.44,141.17,629998,ok
2020-05-19,141.81,141.97,138.77,138.93,527052,ok
2020-05-20,139.97,142.27,139.75,140.38,566995,ok
2020-05-21,140.33,140.7,137.06,137.14,490168,ok
2020-05-22,136.96,137.59,134.93,137.31,880888,ok
2020-05-26,141.14,141.76,138.01,139.11,807554,ok
2020-05-27,139.93,145.39,139.19,145.27,994586,ok
2020-05-28,145.47,146.0,142.21,142.25,783199,ok
2020-05-29,143.53,145.14,140.81,144.92,922498,ok
2020-06-01,144.74,146.48,142.42,145.82,710083,ok
2020-06-02,146.63,147.37,144.49,146.54,589731,ok
2020-06-03,145.92,147.43,145.4522,146.09,550387,ok
2020-06-04,146.09,146.09,141.215,142.89,935933,ok
2020-06-05,144.11,146.945,143.72,145.14,456113,ok
2020-06-08,145.86,147.64,144.84,146.28,536715,ok
2020-06-09,145.74,146.0,143.82,143.92,387536,ok
2020-06-10,144.76,147.83,142.63,146.02,700391,ok
2020-06-11,144.03,144.03,137.46,137.51,778082,ok
2020-06-12,140.61,142.64,137.54,140.32,544578,ok
2020-06-15,137.32,141.25,136.3533,140.0,457869,ok
2020-06-16,144.64,145.2,140.02,141.78,715488,ok
2020-06-17,142.6,142.6,140.04,140.19,597711,ok
2020-06-18,140.15,140.15,138.34,138.58,533290,ok
2020-06-19,140.21,141.2,134.465,136.65,1064629,ok
2020-06-22,135.85,139.05,134.585,136.9,1135515,ok
2020-06-23,137.66,138.76,135.96,136.36,505674,ok
2020-06-24,134.74,135.97,133.48,135.01,1164167,ok
2020-06-25,135.35,135.35,132.1,134.86,654506,ok
2020-06-26,133.93,141.69,133.93,140.12,2089264,ok
2020-06-29,140.86,141.27,136.63,137.41,907623,ok
2020-06-30,137.91,139.96,137.57,139.48,612491,ok
2020-07-01,139.76,140.28,137.17,137.31,561967,ok
2020-07-02,138.63,140.075,137.92,138.52,525193,ok
2020-07-06,139.93,140.6,138.0565,139.7,545820,ok
2020-07-07,138.68,139.6099,133.94,134.29,1017870,ok
2020-07-08,134.9,135.83,132.935,134.16,902049,ok
2020-07-09,139.51,145.0,137.79,144.81,1726123,ok
2020-07-10,144.46,144.86,141.32,142.52,596142,ok
2020-07-13,143.21,144.8,139.93,140.26,966705,ok
2020-07-14,141.0,143.97,140.17,143.91,648721,ok
2020-07-15,147.6,149.22,144.64,146.93,926117,ok
2020-07-16,146.2,147.58,145.45,147.44,523181,ok
2020-07-17,147.75,150.0,146.45,149.43,1816670,ok
2020-07-20,150.4,153.84,150.4,152.37,691299,ok
2020-07-21,152.46,155.81,151.94,154.36,965534,ok
2020-07-22,153.94,155.63,153.1664,154.84,503954,ok
2020-07-23,155.0,156.36,154.07,154.71,636245,ok
2020-07-24,154.21,155.275,151.48,152.34,675661,ok
2020-07-27,152.88,154.2126,149.89,151.24,1416920,ok
2020-07-28,144.7535,145.3376,136.3701,137.97,3898712,ok
2020-07-29,138.3,140.81,136.57,137.74,1436661,ok
2020-07-30,136.52,137.15,134.645,135.0,830277,ok
2020-07-31,136.19,136.35,133.54,135.9,1263612,ok
2020-08-03,135.3,139.42,135.3,139.05,993105,ok
2020-08-04,138.91,141.329,138.58,140.68,827802,ok
2020-08-05,140.16,140.93,138.365,140.79,725444,ok
2020-08-06,140.0,141.86,140.0,141.34,594064,ok
2020-08-07,141.0,141.75,139.96,140.58,687088,ok
2020-08-10,140.59,140.845,138.03,139.62,562969,ok
2020-08-11,139.86,140.71,137.15,137.75,595609,ok
2020-08-12,138.11,139.185,136.3,138.29,565383,ok
2020-08-13,138.15,138.99,136.17,136.89,752326,ok
2020-08-14,136.4,136.885,135.07,136.05,641481,ok
2020-08-17,136.46,136.82,134.31,134.81,542701,ok
2020-08-18,135.07,135.3418,133.86,134.53,517651,ok
2020-08-19,134.93,135.98,134.36,134.68,370011,ok
2020-08-20,133.76,135.36,133.27,134.34,617949,ok
2020-08-21,133.84,135.57,133.34,135.32,1280126,ok
2020-08-24,136.39,137.38,135.67,136.19,478206,ok
2020-08-25,135.66,136.3119,133.41,133.75,423707,ok
2020-08-26,133.22,135.63,133.15,133.81,681800,ok
2020-08-27,133.34,133.9451,127.9,128.76,1102338,ok
2020-08-28,129.5,131.34,129.33,130.27,521811,ok
2020-08-31,131.61,132.86,129.8,132.33,817188,ok
2020-09-01,131.24,132.25,129.13,131.1,571604,ok
2020-09-02,131.55,133.7,130.9,132.61,631813,ok
2020-09-03,129.91,131.1,126.735,128.68,665914,ok
2020-09-04,129.0,129.245,125.92,127.14,479083,ok
2020-09-08,125.34,126.195,121.8903,122.14,609145,ok
2020-09-09,123.7,124.19,121.77,123.3,510999,ok
2020-09-10,123.52,124.37,119.835,120.04,446330,ok
2020-09-11,120.92,122.04,118.91,119.99,456575,ok
2020-09-14,121.0,122.28,120.49,121.64,519652,ok
2020-09-15,122.52,123.07,121.345,121.49,507472,ok
2020-09-16,122.04,124.37,121.64,123.53,637287,ok
2020-09-17,121.29,124.58,120.12,123.26,710906,ok
2020-09-18,122.67,123.09,120.11,120.84,1101608,ok
2020-09-21,119.29,119.29,116.79,117.77,793152,ok
2020-09-22,118.67,120.42,117.16,120.35,619585,ok
2020-09-23,121.22,122.11,118.45,118.87,653114,ok
2020-09-24,117.89,119.71,117.65,118.91,718018,ok
2020-09-25,118.48,120.61,118.0,119.99,476534,ok
2020-09-28,121.77,123.49,121.5375,123.37,592027,ok
2020-09-29,122.99,125.025,122.48,124.01,733538,ok
2020-09-30,124.03,124.65,122.31,122.77,665455,ok
2020-10-01,123.38,123.86,122.19,123.07,450327,ok
2020-10-02,122.41,123.38,121.77,122.5,471123,ok
2020-10-05,123.87,125.45,123.49,125.37,762699,ok
2020-10-06,126.38,128.2,125.085,125.42,512557,ok
2020-10-07,127.07,128.38,126.57,127.63,560997,ok
2020-10-08,128.09,128.96,127.42,128.06,650239,ok
2020-10-09,128.43,128.735,125.56,127.56,532449,ok
2020-10-12,127.83,128.96,125.84,128.75,635655,ok
2020-10-13,128.08,128.6,126.05,126.53,608347,ok
2020-10-14,126.75,129.53,126.75,129.11,669439,ok
2020-10-15,127.52,132.65,127.42,132.27,824087,ok
2020-10-16,132.02,134.09,130.68,132.7,772726,ok
2020-10-19,132.94,134.18,132.01,132.28,491136,ok
2020-10-20,133.52,133.82,128.73,129.27,706245,ok
2020-10-21,129.6,130.61,127.12,127.43,831124,ok
2020-10-22,127.47,127.77,125.19,127.33,805174,ok
2020-10-23,130.6,131.12,127.37,128.36,844684,ok
2020-10-26,126.67,127.53,122.25,125.57,1690993,ok
2020-10-27,131.99,139.79,130.6601,136.26,2650385,ok
2020-10-28,134.95,136.39,133.06,134.22,1753012,ok
2020-10-29,134.01,134.289,131.39,133.57,938272,ok
2020-10-30,132.42,133.57,131.355,132.94,1112287,ok
2020-11-02,132.39,134.29,129.43,131.23,1056355,ok
2020-11-03,131.76,136.8,131.46,135.93,660453,ok
2020-11-04,136.21,136.76,133.68,134.0,615707,ok
2020-11-05,134.87,141.8,134.48,140.85,993844,ok
2020-11-06,140.95,144.62,139.725,144.37,1016464,ok
2020-11-09,161.0,162.5,150.55,154.97,2187328,ok
2020-11-10,154.92,158.7,153.12,157.91,1491219,ok
2020-11-11,157.31,161.36,156.86,159.66,846203,ok
2020-11-12,161.04,161.04,156.55,157.12,467633,ok
2020-11-13,158.73,160.1,158.33,159.46,592780,ok
2020-11-16,163.0,166.67,162.15,162.99,809086,ok
2020-11-17,161.1,162.445,159.27,162.09,624521,ok
2020-11-18,161.48,161.48,155.33,155.43,667811,ok
2020-11-19,156.83,160.81,156.3,160.2,1244339,ok
2020-11-20,159.89,162.46,158.01,161.11,730343,ok
2020-11-23,161.22,162.46,160.0,162.2,662609,ok
2020-11-24,163.9,166.32,162.475,164.84,658022,ok
2020-11-25,166.91,167.0,163.33,164.75,581629,ok
2020-11-27,164.63,164.8,162.99,164.55,270718,ok
2020-11-30,163.63,164.61,160.8453,162.81,993107,ok
2020-12-01,165.31,165.33,162.84,163.94,545263,ok
2020-12-02,163.9,165.14,163.26,164.26,323743,ok
2020-12-03,163.42,164.285,161.02,162.55,585865,ok
2020-12-04,162.67,166.32,162.07,166.07,412515,ok
2020-12-07,165.52,168.75,165.02,168.57,563664,ok
2020-12-08,167.81,171.5,167.645,170.0,556666,ok
2020-12-09,169.92,171.38,169.1076,170.58,946001,ok
2020-12-10,168.64,172.05,167.045,171.41,414459,ok
2020-12-11,170.1,173.34,169.3,172.39,590369,ok
2020-12-14,173.23,174.22,170.52,171.2,738564,ok
2020-12-15,172.81,175.59,168.47,174.55,937458,ok
2020-12-16,174.67,175.34,173.07,173.26,607715,ok
2020-12-17,174.38,175.0,171.52,174.5,529496,ok
2020-12-18,174.12,175.73,172.55,175.23,1526126,ok
2020-12-21,172.64,174.86,170.0,174.29,581832,ok
2020-12-22,174.57,176.665,173.82,175.64,468032,ok
2020-12-23,176.98,177.08,175.28,175.86,298484,ok
2020-12-24,176.8,176.8,174.31,175.61,120540,ok
2020-12-28,176.98,177.68,175.66,176.44,331317,ok
2020-12-29,177.96,178.09,173.88,175.09,320894,ok
2020-12-30,176.0,177.4,175.38,175.66,299954,ok
2020-12-31,176.32,176.38,175.0,175.94,366610,ok
2021-01-04,176.0,176.88,173.41,175.85,436721,ok
2021-01-05,176.0,177.87,173.95,177.25,633548,ok
2021-01-06,177.57,180.71,175.55,178.58,601299,ok
2021-01-07,178.2,180.89,178.06,180.1,1041966,ok
2021-01-08,193.72,200.57,189.02,191.24,1806515,ok
2021-01-11,189.35,193.405,186.95,190.35,452650,ok
2021-01-12,190.03,193.43,189.83,192.97,406310,ok
2021-01-13,191.46,191.9,189.355,191.71,482472,ok
2021-01-14,193.81,198.07,192.5001,193.43,519382,ok
2021-01-15,192.57,195.87,190.27,195.1,513517,ok
2021-01-19,195.4,198.67,195.2,196.8,739916,ok
2021-01-20,198.75,199.8,197.47,198.65,731757,ok
2021-01-21,199.03,201.07,197.9701,201.0,671692,ok
2021-01-22,199.2,204.55,198.52,204.32,833939,ok
2021-01-25,209.46,211.01,203.849,207.25,1197738,ok
2021-01-26,208.42,210.5573,204.2152,208.56,1827078,ok
2021-01-27,203.5,208.55,196.38,201.22,3259424,ok
2021-01-28,203.9,203.91,198.2,201.35,666190,ok
2021-01-29,201.17,202.27,195.56,195.95,701400,ok
2021-02-01,195.57,198.64,194.125,196.35,904917,ok
2021-02-02,193.3,195.36,190.6379,194.19,812615,ok
2021-02-03,194.69,196.26,192.4417,194.91,482676,ok
2021-02-04,195.28,199.16,194.59,199.08,737006,ok
2021-02-05,199.08,201.27,196.82,199.14,525481,ok
2021-02-08,200.0,205.86,200.0,205.79,451050,ok
2021-02-09,204.98,206.27,203.29,205.34,487016,ok
2021-02-10,205.38,207.93,203.84,206.75,634802,ok
2021-02-11,207.26,208.33,203.42,206.27,541104,ok
2021-02-12,207.56,210.83,206.51,210.62,427230,ok
2021-02-16,210.0,213.8,207.66,208.35,669285,ok
2021-02-17,204.52,206.435,200.86,204.14,748799,ok
2021-02-18,202.49,204.28,198.55,199.03,758481,ok
2021-02-19,199.64,200.15,198.0,198.81,1395677,ok
2021-02-22,196.61,197.95,192.1,192.79,1244933,ok
2021-02-23,192.37,192.93,182.41,186.77,1185312,ok
2021-02-24,186.38,189.84,185.16,189.5,965927,ok
2021-02-25,190.65,194.03,188.26,190.04,966587,ok
2021-02-26,190.05,192.255,184.5316,189.98,752185,ok
2021-03-01,193.04,196.73,192.505,194.12,652121,ok
2021-03-02,194.75,195.37,191.39,192.16,428067,ok
2021-03-03,192.36,192.67,187.99,188.37,564420,ok
2021-03-04,187.74,189.255,184.0,186.03,704323,ok
2021-03-05,189.27,191.14,183.005,190.44,620306,ok
2021-03-08,189.17,192.56,188.23,188.24,545626,ok
2021-03-09,190.25,194.91,188.56,192.94,717753,ok
2021-03-10,195.6527,195.6527,191.25,191.7,440552,ok
2021-03-11,194.63,196.65,193.54,195.08,488750,ok
2021-03-12,195.0,196.97,191.01,196.18,481878,ok
2021-03-15,195.03,199.12,194.92,198.7,505786,ok
2021-03-16,199.5,202.52,197.25,201.06,535128,ok
2021-03-17,200.53,201.96,197.9243,201.38,436812,ok
2021-03-18,199.5,203.15,198.36,200.29,919785,ok
2021-03-19,201.37,203.42,200.04,200.25,631390,ok
2021-03-22,200.25,204.28,199.76,202.94,644128,ok
2021-03-23,203.84,204.61,199.8,201.34,596097,ok
2021-03-24,202.04,202.04,197.63,197.71,578454,ok
2021-03-25,198.3,201.81,197.995,201.3,672897,ok
2021-03-26,201.26,210.45,201.17,210.44,817244,ok
2021-03-29,210.13,215.91,208.56,208.78,769632,ok
2021-03-30,207.13,209.39,204.69,207.63,674153,ok
2021-03-31,208.63,211.38,207.5,208.62,638328,ok
2021-04-01,210.44,211.72,206.675,211.11,456204,ok
2021-04-05,212.11,216.15,210.96,215.28,766395,ok
2021-04-06,214.0,215.45,213.2,215.35,437916,ok
2021-04-07,214.94,215.29,209.17,210.9,647256,ok
2021-04-08,205.3745,211.97,205.01,211.55,979001,ok
2021-04-09,211.69,211.94,209.04,210.42,396676,ok
2021-04-12,209.58,210.42,205.81,207.2,570104,ok
2021-04-13,208.18,208.63,205.01,207.0,427200,ok
2021-04-14,206.34,209.95,205.495,209.32,595196,ok
2021-04-15,211.28,211.28,208.28,209.57,453087,ok
2021-04-16,210.62,211.84,208.965,209.77,632105,ok
2021-04-19,210.16,211.1,207.5,208.49,506829,ok
2021-04-20,208.94,209.9,204.935,207.01,404569,ok
2021-04-21,206.81,210.17,206.35,209.5,434547,ok
2021-04-22,209.0,210.45,207.42,208.46,447535,ok
2021-04-23,208.61,210.83,207.77,209.64,320430,ok
2021-04-26,209.1,211.58,208.71,210.735,755258,ok
2021-04-27,212.49,213.38,204.93,205.34,952332,ok
2021-04-28,189.85,191.76,184.0,186.7,3111528,ok
2021-04-29,187.1,190.99,187.01,190.56,974731,ok
2021-04-30,189.01,189.16,185.4,186.76,750815,ok
2021-05-03,183.24,187.49,183.24,183.7,900163,ok
2021-05-04,181.19,182.33,178.16,181.23,741809,ok
2021-05-05,182.33,183.0,178.59,180.71,542739,ok
2021-05-06,181.25,182.78,179.885,182.09,467068,ok
2021-05-07,182.01,185.27,181.12,184.28,420171,ok
2021-05-10,184.28,184.77,182.5,182.72,431181,ok
2021-05-11,180.59,183.14,177.85,182.6,469977,ok
2021-05-12,180.43,180.655,174.34,174.96,648036,ok
2021-05-13,176.83,179.88,176.05,179.32,417392,ok
2021-05-14,179.78,182.18,179.54,181.27,280820,ok
2021-05-17,179.78,181.48,179.01,180.65,304044,ok
2021-05-18,181.13,181.33,179.64,180.64,412731,ok
2021-05-19,178.44,181.22,176.5514,180.56,395694,ok
2021-05-20,180.33,185.68,179.45,185.06,411981,ok
2021-05-21,185.81,187.36,183.72,183.9,1030412,ok
2021-05-24,185.6,187.525,185.42,185.52,875333,ok
2021-05-25,186.08,187.0,184.52,185.06,550329,ok
2021-05-26,185.125,186.25,183.935,185.07,210255,ok
2021-05-27,185.76,188.35,185.12,187.2,467579,ok
2021-05-28,187.99,188.01,184.81,185.43,362919,ok
2021-06-01,177.92,181.505,176.74,179.2,752038,ok
2021-06-02,179.77,182.5,179.46,181.63,527025,ok
2021-06-03,180.64,185.12,180.09,184.06,489312,ok
2021-06-04,185.82,189.725,184.72,188.76,569620,ok
2021-06-07,188.32,189.25,186.47,187.31,365646,ok
2021-06-08,188.06,189.76,187.69,188.62,333756,ok
2021-06-09,189.6,189.72,187.64,187.74,430833,ok
2021-06-10,193.79,196.8,191.69,194.29,746035,ok
2021-06-11,193.93,194.06,190.42,192.74,438694,ok
2021-06-14,192.91,192.91,189.99,191.73,352970,ok
2021-06-15,191.9,192.41,188.66,189.39,532601,ok
2021-06-16,189.12,190.21,187.0,188.14,561036,ok
2021-06-17,188.28,189.57,186.58,187.89,416229,ok
2021-06-18,187.15,187.86,183.11,183.51,1097050,ok
2021-06-21,183.91,186.54,183.01,185.48,361562,ok
2021-06-22,185.23,185.74,184.045,185.16,427729,ok
2021-06-23,185.5,186.6,184.04,184.25,357353,ok
2021-06-24,185.23,187.63,184.73,187.47,458295,ok
2021-06-25,188.05,190.7,187.2701,189.76,689361,ok
2021-06-28,190.21,192.27,188.73,190.55,293852,ok
2021-06-29,191.12,191.43,189.33,190.45,208104,ok
2021-06-30,190.3,190.34,186.11,186.66,466627,ok
2021-07-01,187.84,188.95,186.71,188.63,288657,ok
2021-07-02,189.55,189.7599,185.86,187.99,394748,ok
2021-07-06,187.75,189.72,183.72,189.52,549739,ok
2021-07-07,190.83,191.31,185.64,186.91,330875,ok
2021-07-08,184.85,186.57,183.21,186.09,405900,ok
2021-07-09,187.52,191.26,187.34,190.86,329520,ok
2021-07-12,191.08,192.19,184.37,186.02,619795,ok
2021-07-13,186.22,186.98,184.345,185.39,310727,ok
2021-07-14,187.29,190.66,186.88,188.09,315002,ok
2021-07-15,187.12,187.89,184.61,185.0,215368,ok
2021-07-16,185.22,186.99,184.835,185.63,314187,ok
2021-07-19,183.28,184.33,181.98,182.95,348803,ok
2021-07-20,183.56,187.6,182.62,186.68,341551,ok
2021-07-21,187.31,188.02,185.94,186.99,214260,ok
2021-07-22,188.07,190.7,187.29,189.96,472442,ok
2021-07-23,191.55,193.25,189.69,192.18,528471,ok
2021-07-26,191.36,193.945,191.2,192.62,1049268,ok
2021-07-27,206.5702,211.95,199.29,204.57,1868424,ok
2021-07-28,204.66,206.1564,201.98,202.98,748542,ok
2021-07-29,203.04,207.84,202.24,205.89,548280,ok
2021-07-30,205.29,207.46,202.27,206.51,457701,ok
2021-08-02,205.4,207.53,204.36,206.62,593540,ok
2021-08-03,208.31,215.56,208.0,212.95,899986,ok
2021-08-04,211.34,213.53,210.54,212.08,421159,ok
2021-08-05,212.5,214.59,211.06,211.38,326361,ok
2021-08-06,211.2,214.31,210.18,211.44,329086,ok
2021-08-09,212.16,212.425,210.0,210.08,297905,ok
2021-08-10,210.28,211.8,207.17,208.53,313761,ok
2021-08-11,209.0,209.53,206.33,207.57,272559,ok
2021-08-12,206.89,207.6,205.94,206.78,367508,ok
2021-08-13,206.57,206.9,203.77,204.37,387679,ok
2021-08-16,203.22,204.44,201.66,203.71,439870,ok
2021-08-17,202.34,202.7,201.01,202.02,260905,ok
2021-08-18,201.07,202.06,197.85,198.12,352812,ok
2021-08-19,196.68,199.98,195.74,197.95,290356,ok
2021-08-20,198.11,200.025,197.0001,199.86,294346,ok
2021-08-23,201.55,204.46,201.55,203.08,293837,ok
2021-08-24,203.08,205.67,203.08,205.61,266447,ok
2021-08-25,205.9,208.5,205.7,205.89,311039,ok
2021-08-26,206.34,207.01,203.86,204.33,253151,ok
2021-08-27,204.88,206.46,204.0,205.57,276591,ok
2021-08-30,206.32,208.21,205.475,205.86,347910,ok
2021-08-31,206.12,206.12,202.7,203.57,525836,ok
2021-09-01,203.68,203.95,198.7,202.53,514564,ok
2021-09-02,203.33,203.54,200.29,203.37,1189762,ok
2021-09-03,203.28,204.97,202.5,203.61,454333,ok
2021-09-07,204.12,204.12,201.5,202.4,395821,ok
2021-09-08,202.73,204.58,200.725,202.33,320676,ok
2021-09-09,202.33,204.6633,200.76,203.21,211006,ok
2021-09-10,204.33,205.215,202.3,202.96,325017,ok
2021-09-13,203.92,205.09,200.75,202.17,297902,ok
2021-09-14,203.32,203.59,199.75,202.05,303459,ok
2021-09-15,201.69,209.5,201.08,208.31,591689,ok
2021-09-16,208.47,210.47,205.85,208.41,522102,ok
2021-09-17,206.83,208.38,203.89,204.58,732710,ok
2021-09-20,201.64,202.93,199.27,201.78,380330,ok
2021-09-21,202.87,203.83,197.12,197.17,333276,ok
2021-09-22,198.55,200.53,197.66,198.59,315677,ok
2021-09-23,199.6,204.905,199.6,202.77,327789,ok
2021-09-24,202.15,204.66,202.07,204.15,145713,ok
2021-09-27,203.03,205.14,202.11,205.01,291974,ok
2021-09-28,203.96,204.54,201.47,201.75,318839,ok
2021-09-29,202.51,203.99,201.39,202.45,392364,ok
2021-09-30,203.8,204.31,198.76,198.78,403764,ok
2021-10-01,199.87,201.92,195.33,201.39,265602,ok
2021-10-04,199.91,200.8,196.3,196.73,202011,ok
2021-10-05,197.28,200.41,196.98,199.28,211408,ok
2021-10-06,197.29,198.025,193.495,197.61,526617,ok
2021-10-07,200.0,203.55,200.0,202.48,352639,ok
2021-10-08,203.22,203.46,199.94,200.77,140020,ok
2021-10-11,200.11,204.84,200.0,202.3,327471,ok
2021-10-12,202.35,203.2,197.69,197.69,283138,ok
2021-10-13,197.73,200.48,196.75,198.77,307766,ok
2021-10-14,200.92,203.925,199.75,203.68,197027,ok
2021-10-15,205.09,205.69,203.94,204.33,198839,ok
2021-10-18,202.52,205.06,201.715,201.95,273921,ok
2021-10-19,201.89,203.395,200.4,202.6,288343,ok
2021-10-20,203.14,207.67,202.79,207.5,484358,ok
2021-10-21,206.83,209.73,206.1,209.67,323460,ok
2021-10-22,209.76,211.71,208.0,208.25,294122,ok
2021-10-25,206.06,209.135,203.87,208.28,578168,ok
2021-10-26,209.63,211.28,203.5,203.9,846125,ok
2021-10-27,215.8,225.07,214.155,216.02,1509872,ok
2021-10-28,216.235,219.9,212.67,213.51,404009,ok
2021-10-29,212.41,215.57,209.44,211.15,444675,ok
2021-11-01,210.56,217.37,209.43,215.12,497480,ok
2021-11-02,213.18,222.64,211.97,222.62,835876,ok
2021-11-03,220.68,223.285,217.49,221.98,505343,ok
2021-11-04,221.7,223.87,219.61,222.63,350743,ok
2021-11-05,223.78,225.64,219.96,221.68,361375,ok
2021-11-08,222.89,225.2238,220.86,223.16,383801,ok
2021-11-09,223.14,226.59,221.35,225.56,361408,ok
2021-11-10,224.83,229.23,223.95,225.46,502942,ok
2021-11-11,226.72,227.74,224.925,225.43,248541,ok
2021-11-12,225.79,230.9399,225.405,229.45,492633,ok
2021-11-15,228.46,231.3,228.26,230.97,377127,ok
2021-11-16,230.31,235.84,230.31,234.96,454912,ok
2021-11-17,233.86,237.44,232.17,236.75,430492,ok
2021-11-18,236.27,239.12,234.07,238.26,636147,ok
2021-11-19,238.28,238.28,230.99,231.94,526749,ok
