Date,Open,High,Low,Close,Volume,Status
2020-04-22,362.51,371.0,361.01,368.26,997704,ok
2020-04-23,386.45,389.59,366.18,374.53,1589812,ok
2020-04-24,381.98,390.04,375.865,384.82,699759,ok
2020-04-27,385.92,394.65,384.835,389.5,589453,ok
2020-04-28,398.59,399.99,383.64,384.5,919998,ok
2020-04-29,390.9,394.5,387.19,391.02,556460,ok
2020-04-30,387.19,389.52,382.845,386.34,568045,ok
2020-05-01,379.39,382.33,373.57,376.37,559159,ok
2020-05-04,374.74,388.79,373.14,388.21,577739,ok
2020-05-05,390.0,395.41,388.52,390.38,540916,ok
2020-05-06,394.03,402.95,388.4956,397.76,885544,ok
2020-05-07,401.0,407.0,384.76,386.45,810160,ok
2020-05-08,394.13,405.35,393.51,402.51,641381,ok
2020-05-11,396.53,402.21,394.36,398.9,515257,ok
2020-05-12,397.75,400.94,393.76,394.31,498814,ok
2020-05-13,392.43,398.97,385.13,389.89,741375,ok
2020-05-14,386.66,398.93,377.2678,398.6,587925,ok
2020-05-15,394.75,408.17,392.07,407.12,969318,ok
2020-05-18,416.3,423.31,408.84,409.89,953188,ok
2020-05-19,410.0,417.0,405.95,409.78,671236,ok
2020-05-20,410.0,413.92,403.25,407.11,592352,ok
2020-05-21,407.88,411.37,400.02,404.28,458407,ok
2020-05-22,403.33,405.4,398.5,404.99,449679,ok
2020-05-26,413.08,416.1875,397.69,399.12,851046,ok
2020-05-27,402.96,416.29,401.95,415.28,699718,ok
2020-05-28,415.0,417.79,411.29,413.13,452879,ok
2020-05-29,414.82,418.9,411.95,417.24,562668,ok
2020-06-01,418.95,422.76,415.81,417.6,505836,ok
2020-06-02,420.39,422.5,417.26,419.74,524197,ok
2020-06-03,419.93,425.82,417.69,420.95,478138,ok
2020-06-04,420.07,421.72,410.8,413.85,369521,ok
2020-06-05,417.9,423.645,414.38,422.7,554207,ok
2020-06-08,419.71,425.46,417.63,419.73,500776,ok
2020-06-09,417.33,424.0,416.21,423.24,741953,ok
2020-06-10,422.71,423.81,415.72,416.48,499186,ok
2020-06-11,410.98,418.17,408.8,408.92,579885,ok
2020-06-12,415.0,415.61,401.65,410.35,617344,ok
2020-06-15,403.35,418.38,403.0,415.71,445419,ok
2020-06-16,426.99,428.9,415.65,426.25,676183,ok
2020-06-17,427.47,432.0,423.7,426.33,774768,ok
2020-06-18,425.11,427.33,421.51,425.94,387729,ok
2020-06-19,430.63,430.73,418.96,422.18,860491,ok
2020-06-22,421.78,432.3,419.44,430.91,559983,ok
2020-06-23,432.97,434.37,426.42,427.48,629137,ok
2020-06-24,425.0,428.86,412.55,413.92,572471,ok
2020-06-25,413.22,417.965,409.17,417.6,503541,ok
2020-06-26,420.73,424.425,411.78,415.47,1299249,ok
2020-06-29,419.89,422.745,414.31,422.39,398094,ok
2020-06-30,419.76,424.55,415.28,421.67,605173,ok
2020-07-01,419.94,427.66,416.13,426.08,532473,ok
2020-07-02,430.64,432.19,424.83,427.85,456811,ok
2020-07-06,432.8,433.74,423.52,425.84,503659,ok
2020-07-07,424.9,428.5,422.09,422.17,597517,ok
2020-07-08,421.37,424.0925,414.68,420.49,640365,ok
2020-07-09,420.58,422.0,414.5,419.41,385520,ok
2020-07-10,418.38,421.02,413.0,420.76,475904,ok
2020-07-13,423.36,429.2511,418.24,419.79,561258,ok
2020-07-14,417.41,429.44,417.26,427.9,360209,ok
2020-07-15,430.48,435.2,427.3,432.93,370364,ok
2020-07-16,431.49,435.0,429.11,431.67,400813,ok
2020-07-17,435.05,435.05,429.0,431.74,377741,ok
2020-07-20,437.93,442.63,430.695,438.17,634938,ok
2020-07-21,439.89,448.56,439.89,446.47,559143,ok
2020-07-22,447.82,454.465,447.82,450.77,428595,ok
2020-07-23,451.05,463.02,444.105,447.85,660951,ok
2020-07-24,446.04,451.23,442.15,442.34,812877,ok
2020-07-27,443.71,451.855,443.62,450.45,897861,ok
2020-07-28,456.39,458.68,449.66,450.05,607877,ok
2020-07-29,450.77,458.91,448.36,455.77,820828,ok
2020-07-30,480.0,487.95,470.3,480.52,1524590,ok
2020-07-31,479.31,481.12,471.25,477.38,656013,ok
2020-08-03,479.61,480.695,471.01,473.79,560641,ok
2020-08-04,470.01,476.5273,467.0418,472.88,557965,ok
2020-08-05,474.72,475.6747,466.59,468.53,412223,ok
2020-08-06,466.85,470.62,463.32,466.07,526423,ok
2020-08-07,463.21,469.73,462.69,465.18,454243,ok
2020-08-10,465.0,468.88,459.7,461.15,424725,ok
2020-08-11,463.31,463.31,452.525,454.02,708419,ok
2020-08-12,456.27,466.4,456.27,463.51,454003,ok
2020-08-13,461.0,466.725,459.08,461.34,358403,ok
2020-08-14,461.1,466.65,461.0,463.55,338001,ok
2020-08-17,464.0,471.0,463.98,469.46,374332,ok
2020-08-18,475.0,477.22,465.915,470.1,516941,ok
2020-08-19,470.01,473.2299,464.8519,466.06,516173,ok
2020-08-20,462.51,467.305,461.09,461.99,533158,ok
2020-08-21,460.88,463.31,458.01,460.33,504197,ok
2020-08-24,462.76,465.19,460.625,463.91,440227,ok
2020-08-25,462.03,466.13,461.83,465.94,393697,ok
2020-08-26,462.85,468.13,461.9,462.7,327849,ok
2020-08-27,466.89,467.45,461.39,462.58,331554,ok
2020-08-28,462.32,465.87,458.94,462.95,379162,ok
2020-08-31,461.99,468.55,459.99,465.63,508695,ok
2020-09-01,467.35,474.63,464.01,473.2,461397,ok
2020-09-02,473.36,484.53,472.77,482.62,488991,ok
2020-09-03,482.61,484.995,468.71,471.95,585238,ok
2020-09-04,471.73,475.91,463.63,471.01,479100,ok
2020-09-08,468.47,477.4379,461.36,470.41,557319,ok
2020-09-09,471.48,481.76,471.01,476.28,410118,ok
2020-09-10,476.8,480.645,467.43,469.27,367531,ok
2020-09-11,473.08,476.04,469.63,474.65,334637,ok
2020-09-14,475.98,483.255,474.95,478.12,347791,ok
2020-09-15,480.0,480.7,476.4,477.41,245326,ok
2020-09-16,480.0,480.31,468.52,469.92,420776,ok
2020-09-17,461.0,470.53,461.0,467.39,405461,ok
2020-09-18,468.12,470.01,457.19,463.9,677894,ok
2020-09-21,460.74,461.65,446.68,453.96,645704,ok
2020-09-22,456.57,464.0,451.275,455.4,530456,ok
2020-09-23,454.79,458.93,448.05,448.62,517806,ok
2020-09-24,445.03,447.155,437.57,443.97,874133,ok
2020-09-25,437.35,447.79,437.35,444.68,464782,ok
2020-09-28,450.17,458.01,449.94,457.34,485676,ok
2020-09-29,457.36,459.03,452.7,453.32,403185,ok
2020-09-30,455.68,464.61,453.58,461.08,515821,ok
2020-10-01,462.93,467.63,461.11,463.56,385486,ok
2020-10-02,458.25,462.0,453.345,458.24,356181,ok
2020-10-05,459.77,463.58,459.06,459.49,349943,ok
2020-10-06,459.62,461.23,443.28,444.61,527971,ok
2020-10-07,447.04,451.615,444.325,444.9,529945,ok
2020-10-08,447.05,455.69,447.05,453.36,386609,ok
2020-10-09,454.59,455.145,448.69,449.38,420788,ok
2020-10-12,452.71,461.62,449.33,458.47,491381,ok
2020-10-13,460.02,471.28,460.02,469.45,394854,ok
2020-10-14,470.47,475.375,463.59,464.63,413097,ok
2020-10-15,462.34,471.29,459.5025,469.5,350300,ok
2020-10-16,468.72,471.51,463.345,467.01,462607,ok
2020-10-19,471.67,475.325,462.02,463.75,472973,ok
2020-10-20,467.19,474.55,464.19,469.42,426525,ok
2020-10-21,469.02,474.19,465.57,466.0,351440,ok
2020-10-22,464.51,466.86,456.87,457.13,449083,ok
2020-10-23,462.28,467.57,454.76,466.43,375553,ok
2020-10-26,460.25,462.5,449.81,455.96,429592,ok
2020-10-27,456.77,460.43,449.8,450.22,532864,ok
2020-10-28,446.9,448.59,439.67,442.39,629774,ok
2020-10-29,440.0,447.51,435.44,436.33,798000,ok
2020-10-30,431.26,438.475,431.26,436.6,710730,ok
2020-11-02,442.71,450.59,434.96,441.46,557223,ok
2020-11-03,444.98,454.58,444.98,449.05,530504,ok
2020-11-04,456.41,459.33,449.77,450.46,515819,ok
2020-11-05,455.24,460.47,448.18,450.11,611068,ok
2020-11-06,452.79,452.79,442.09,448.51,519833,ok
2020-11-09,460.12,470.46,454.65,455.04,677182,ok
2020-11-10,450.97,465.815,450.52,456.58,517334,ok
2020-11-11,459.82,468.66,456.92,463.38,486603,ok
2020-11-12,462.5,465.39,452.18,456.83,447894,ok
2020-11-13,457.17,462.75,457.05,461.65,357632,ok
2020-11-16,463.84,466.02,457.34,461.23,365903,ok
2020-11-17,456.98,460.11,449.46,450.33,493404,ok
2020-11-18,449.31,461.515,446.76,454.53,444578,ok
2020-11-19,451.77,453.66,447.11,451.39,377488,ok
2020-11-20,451.23,452.885,445.8,446.78,377048,ok
2020-11-23,447.87,448.95,439.69,442.09,526524,ok
2020-11-24,449.04,457.04,446.165,449.04,670746,ok
2020-11-25,449.0,449.98,438.93,444.14,601224,ok
2020-11-27,446.22,451.11,442.25,443.15,305170,ok
2020-11-30,442.0,444.715,435.26,442.44,614638,ok
2020-12-01,446.36,454.53,442.8775,453.56,518867,ok
2020-12-02,452.51,452.51,440.5101,442.41,528569,ok
2020-12-03,440.7,447.98,440.7,446.5,446333,ok
2020-12-04,447.77,451.047,446.34,450.0,321598,ok
2020-12-07,448.02,450.22,445.56,448.62,391674,ok
2020-12-08,445.71,448.4,437.565,440.0,593423,ok
2020-12-09,442.37,444.55,438.62,444.02,871664,ok
2020-12-10,442.33,447.0,437.22,446.0,663238,ok
2020-12-11,445.06,451.19,443.0001,447.94,652164,ok
2020-12-14,450.34,460.0,447.03,447.55,649546,ok
2020-12-15,451.06,452.1,447.17,449.08,587367,ok
2020-12-16,449.66,457.035,448.23,454.98,596197,ok
2020-12-17,456.37,458.22,447.19,451.83,632732,ok
2020-12-18,452.23,454.28,448.47,451.15,1575478,ok
2020-12-21,446.79,452.83,442.35,452.59,467918,ok
2020-12-22,451.25,456.25,448.135,453.39,546599,ok
2020-12-23,453.8,460.69,453.45,457.93,370833,ok
2020-12-24,460.15,462.73,456.32,461.76,257246,ok
2020-12-28,464.87,467.77,456.89,457.06,596702,ok
2020-12-29,457.97,460.2,451.36,452.58,426509,ok
2020-12-30,452.67,458.64,451.25,451.8,252877,ok
2020-12-31,450.65,453.45,446.547,452.57,361816,ok
2021-01-04,454.22,461.99,449.62,453.97,594829,ok
2021-01-05,452.47,455.51,445.59,451.28,397330,ok
2021-01-06,449.16,467.44,446.99,465.18,661599,ok
2021-01-07,463.79,472.5,460.76,469.9,494816,ok
2021-01-08,470.27,480.9362,469.96,477.92,786943,ok
2021-01-11,474.53,486.1,474.53,483.83,537769,ok
2021-01-12,482.48,496.61,482.48,495.4,659681,ok
2021-01-13,492.74,494.47,482.25,482.81,420142,ok
2021-01-14,483.36,485.5,470.88,471.5,562936,ok
2021-01-15,467.77,473.96,461.75,466.69,1264737,ok
2021-01-19,463.81,467.77,457.18,463.94,538506,ok
2021-01-20,463.85,468.03,458.915,466.19,448488,ok
2021-01-21,466.64,473.55,465.58,471.01,394206,ok
2021-01-22,471.09,471.23,456.96,457.31,495373,ok
2021-01-25,456.1,456.3,445.03,449.95,795447,ok
2021-01-26,452.93,455.04,445.27,454.5,630692,ok
2021-01-27,450.53,450.6,428.0,428.37,1529503,ok
2021-01-28,433.52,440.89,428.39,432.33,840923,ok
2021-01-29,427.85,434.02,424.03,425.47,878171,ok
2021-02-01,428.3,441.84,425.49,436.54,803841,ok
2021-02-02,437.68,453.59,437.68,444.97,780936,ok
2021-02-03,445.01,447.97,441.37,442.48,588906,ok
2021-02-04,442.92,453.5,442.46,451.84,560342,ok
2021-02-05,453.35,458.69,445.81,448.29,616582,ok
2021-02-08,452.3,457.0,451.06,452.5,486573,ok
2021-02-09,451.02,454.9765,449.685,453.27,509749,ok
2021-02-10,456.67,457.75,447.4,456.47,730071,ok
2021-02-11,455.78,459.0,430.0,433.16,1276465,ok
2021-02-12,432.22,436.86,428.79,433.05,608119,ok
2021-02-16,432.84,443.64,432.84,442.78,776308,ok
2021-02-17,441.93,448.77,440.22,447.46,631046,ok
2021-02-18,442.26,459.55,442.21,458.52,734851,ok
2021-02-19,460.0,464.57,452.85,460.41,686551,ok
2021-02-22,458.87,460.15,455.0,456.67,490341,ok
2021-02-23,456.96,463.7397,446.69,453.97,846928,ok
2021-02-24,453.2,458.26,452.07,455.87,544922,ok
2021-02-25,453.78,457.5188,443.56,445.89,869429,ok
2021-02-26,449.2,452.55,446.19,447.33,745150,ok
2021-03-01,450.1,455.23,449.375,451.23,636674,ok
2021-03-02,450.45,452.75,446.56,451.36,695420,ok
2021-03-03,448.98,458.37,448.48,454.5,723134,ok
2021-03-04,454.97,459.96,448.16,450.26,789775,ok
2021-03-05,450.0,467.23,447.45,465.85,748559,ok
2021-03-08,469.73,480.44,466.5,472.9,680850,ok
2021-03-09,472.97,479.9131,464.46,464.92,611159,ok
2021-03-10,470.66,476.11,463.41,473.9,427239,ok
2021-03-11,473.77,477.53,472.265,474.35,382032,ok
2021-03-12,474.23,483.99,473.24,482.64,391882,ok
2021-03-15,483.43,486.3,477.26,484.31,363484,ok
2021-03-16,484.2,485.06,480.39,483.92,347460,ok
2021-03-17,486.5,486.82,480.86,482.98,446398,ok
2021-03-18,477.01,484.93,477.01,482.18,457532,ok
2021-03-19,482.28,492.39,480.38,488.1,1296158,ok
2021-03-22,488.89,493.39,484.76,490.84,686646,ok
2021-03-23,493.03,495.78,484.8,485.29,505744,ok
2021-03-24,484.8,493.0,484.8,488.86,465254,ok
2021-03-25,488.23,498.275,484.54,496.98,472327,ok
2021-03-26,498.83,507.27,494.1485,506.74,622825,ok
2021-03-29,507.79,509.435,504.98,508.03,509745,ok
2021-03-30,507.92,512.24,504.05,509.13,518910,ok
2021-03-31,509.13,511.44,505.36,507.25,672368,ok
2021-04-01,509.6063,510.0,504.12,507.82,362150,ok
2021-04-05,511.0,512.88,508.0,509.11,597006,ok
2021-04-06,507.52,516.92,506.5079,514.26,440889,ok
2021-04-07,513.96,516.29,510.07,512.64,261034,ok
2021-04-08,515.23,515.23,507.4934,508.22,361087,ok
2021-04-09,508.92,517.48,506.865,516.71,423014,ok
2021-04-12,519.17,521.27,514.57,519.57,526999,ok
2021-04-13,518.8,518.89,512.66,515.39,367073,ok
2021-04-14,516.09,519.02,512.585,517.69,359105,ok
2021-04-15,520.0,525.31,510.7,521.99,503582,ok
2021-04-16,522.14,534.0,520.93,530.52,995161,ok
2021-04-19,534.59,539.815,531.34,533.77,521074,ok
2021-04-20,537.98,539.82,531.68,536.27,509357,ok
2021-04-21,536.13,538.3,532.86,533.26,371666,ok
2021-04-22,533.26,534.23,526.98,529.58,380750,ok
2021-04-23,531.03,536.72,525.9,532.61,323935,ok
2021-04-26,530.83,531.73,524.47,526.19,288010,ok
2021-04-27,528.71,534.65,527.75,532.65,361691,ok
2021-04-28,533.49,536.43,527.19,528.95,482262,ok
2021-04-29,532.25,547.56,530.23,547.17,794698,ok
2021-04-30,543.94,553.43,543.02,552.88,668149,ok
2021-05-03,555.1,561.98,554.21,554.96,546416,ok
2021-05-04,553.53,560.0,551.35,559.88,570066,ok
2021-05-05,559.72,561.89,551.54,560.09,560820,ok
2021-05-06,562.9,564.0,557.76,561.22,452101,ok
2021-05-07,557.6,563.7299,557.1,562.32,471273,ok
2021-05-10,564.0,568.63,562.33,562.47,485785,ok
2021-05-11,561.49,564.0,549.99,559.83,546027,ok
2021-05-12,558.59,561.475,546.8,548.28,531228,ok
2021-05-13,549.01,558.0,548.17,554.42,514203,ok
2021-05-14,556.98,557.295,549.7,553.33,636608,ok
2021-05-17,557.23,559.19,550.61,553.16,446161,ok
2021-05-18,556.0,556.92,546.645,548.07,450988,ok
2021-05-19,544.0,544.955,536.65,542.47,424073,ok
2021-05-20,542.19,550.99,542.19,546.52,342979,ok
2021-05-21,547.74,551.58,541.76,544.2,606471,ok
2021-05-24,545.96,547.97,536.47,536.88,318120,ok
2021-05-25,536.88,538.14,531.0,534.8,520243,ok
2021-05-26,535.61,535.61,529.9,531.22,461869,ok
2021-05-27,533.04,533.65,527.46,529.1,617738,ok
2021-05-28,529.68,539.62,529.17,535.12,596441,ok
2021-06-01,537.05,541.285,533.54,537.65,397398,ok
2021-06-02,540.67,540.67,532.94,533.61,446984,ok
2021-06-03,532.26,533.16,526.65,528.3,377676,ok
2021-06-04,528.73,529.46,521.94,526.59,324116,ok
2021-06-07,524.04,528.24,519.32,525.44,474038,ok
2021-06-08,525.0,531.11,523.0,529.06,495715,ok
2021-06-09,530.84,532.16,526.18,527.98,345315,ok
2021-06-10,527.44,530.83,526.08,527.74,324502,ok
2021-06-11,529.58,535.39,528.0,534.76,448373,ok
2021-06-14,534.03,534.257,526.9,532.42,389226,ok
2021-06-15,533.91,537.07,529.13,535.07,395915,ok
2021-06-16,537.2,537.2,531.64,534.48,444662,ok
2021-06-17,535.17,538.27,530.96,537.54,620341,ok
2021-06-18,536.46,541.58,531.91,537.09,861527,ok
2021-06-21,539.8,549.37,537.915,547.0,404875,ok
2021-06-22,545.85,554.26,545.18,551.65,390657,ok
2021-06-23,551.76,554.16,546.16,549.85,352174,ok
2021-06-24,548.16,552.175,547.59,549.62,454169,ok
2021-06-25,550.81,560.56,550.765,557.16,1639096,ok
2021-06-28,558.8,563.07,554.38,561.57,372077,ok
2021-06-29,560.4,567.68,560.4,564.97,309089,ok
2021-06-30,568.37,569.47,564.99,566.21,300698,ok
2021-07-01,566.92,577.0,566.39,575.38,351484,ok
2021-07-02,576.72,582.79,573.4,581.88,275155,ok
2021-07-06,582.34,582.58,576.0501,580.18,427275,ok
2021-07-07,580.81,587.28,577.75,585.1,451101,ok
2021-07-08,582.98,585.13,576.295,581.53,303496,ok
2021-07-09,584.55,592.115,583.27,591.65,277308,ok
2021-07-12,590.83,593.42,585.8,591.51,374957,ok
2021-07-13,592.14,594.67,587.79,589.5,287460,ok
2021-07-14,591.15,595.77,590.01,595.04,242390,ok
2021-07-15,594.5,598.03,592.62,597.46,344884,ok
2021-07-16,596.98,602.4056,596.04,601.3,348738,ok
2021-07-19,598.81,602.61,590.6,594.45,378917,ok
2021-07-20,596.0,612.6,596.0,607.38,543425,ok
2021-07-21,607.66,608.75,602.17,604.39,319590,ok
2021-07-22,606.26,610.6,603.33,609.04,227602,ok
2021-07-23,610.73,621.67,610.69,620.92,276538,ok
2021-07-26,619.63,621.73,615.0785,619.56,346087,ok
2021-07-27,614.22,620.78,611.755,616.47,354573,ok
2021-07-28,616.65,619.98,609.1357,609.59,450945,ok
2021-07-29,590.0,597.89,579.0001,596.32,667457,ok
2021-07-30,597.0,606.34,596.7,603.84,495545,ok
2021-08-02,604.55,606.67,597.7,601.13,577864,ok
2021-08-03,602.99,617.305,602.99,612.5,500369,ok
2021-08-04,611.34,613.4162,602.83,605.83,271077,ok
2021-08-05,606.68,611.77,601.47,605.15,290458,ok
2021-08-06,603.47,608.9,600.0,603.45,414916,ok
2021-08-09,601.86,602.145,595.61,598.6,325813,ok
2021-08-10,596.18,603.29,593.54,600.65,464703,ok
2021-08-11,601.26,608.86,600.17,601.18,437791,ok
2021-08-12,603.29,603.29,594.18,596.93,418194,ok
2021-08-13,596.03,599.52,593.59,594.03,260511,ok
2021-08-16,592.91,604.37,592.91,603.9,350184,ok
2021-08-17,602.28,603.41,590.82,599.77,364350,ok
2021-08-18,598.37,605.47,598.08,598.84,317811,ok
2021-08-19,598.17,603.05,596.58,602.13,290313,ok
2021-08-20,604.62,608.22,602.56,606.41,295916,ok
2021-08-23,604.87,607.23,600.74,602.6,359921,ok
2021-08-24,600.69,604.3299,598.31,599.4,329028,ok
2021-08-25,602.01,608.32,600.79,607.07,356930,ok
2021-08-26,606.15,607.67,600.03,600.28,269806,ok
2021-08-27,594.03,599.2997,591.64,591.91,378234,ok
2021-08-30,593.58,599.74,593.24,596.65,376679,ok
2021-08-31,596.84,596.84,590.07,594.08,526885,ok
2021-09-01,596.0,599.3,589.44,592.54,430114,ok
2021-09-02,593.39,596.13,574.51,578.82,815386,ok
2021-09-03,578.82,585.87,573.93,584.8,480204,ok
2021-09-07,582.87,586.0577,579.34,580.66,352096,ok
2021-09-08,582.26,591.42,579.09,591.4,412411,ok
2021-09-09,592.05,595.49,590.5,592.16,362886,ok
2021-09-10,593.35,598.57,589.5,592.36,382776,ok
2021-09-13,594.26,596.67,583.75,587.38,377268,ok
2021-09-14,587.72,591.61,585.995,590.85,334603,ok
2021-09-15,590.79,603.365,589.81,600.92,395423,ok
2021-09-16,603.18,609.96,603.18,606.88,297753,ok
2021-09-17,600.74,607.3,597.6,599.34,973273,ok
2021-09-20,595.44,600.0,592.22,599.01,596367,ok
2021-09-21,602.2,610.5459,601.85,607.22,392310,ok
2021-09-22,612.23,622.98,607.59,620.26,503588,ok
2021-09-23,621.51,629.395,621.51,626.33,410155,ok
2021-09-24,622.53,627.19,620.0,625.54,291743,ok
2021-09-27,624.22,624.46,616.73,623.68,361801,ok
2021-09-28,623.08,624.125,609.94,613.06,464221,ok
2021-09-29,614.66,628.43,613.87,626.0,305452,ok
2021-09-30,625.85,625.85,608.36,611.06,459809,ok
2021-10-01,612.82,614.695,599.86,604.44,338749,ok
2021-10-04,603.96,609.455,594.2,598.28,598231,ok
2021-10-05,599.99,611.605,595.78,607.62,572708,ok
2021-10-06,604.98,614.28,602.01,612.93,475372,ok
2021-10-07,617.8,619.29,611.03,611.82,419031,ok
2021-10-08,611.79,615.595,607.22,610.25,465596,ok
2021-10-11,609.96,613.065,604.975,605.22,268416,ok
2021-10-12,608.81,612.0,604.33,608.92,210011,ok
2021-10-13,609.7,612.99,601.73,612.34,266261,ok
2021-10-14,612.52,625.47,611.945,625.13,288597,ok
2021-10-15,628.35,633.12,628.0,628.99,349701,ok
2021-10-18,629.17,640.255,629.17,638.33,478217,ok
2021-10-19,639.9,641.1904,632.54,638.24,344072,ok
2021-10-20,642.56,648.44,639.655,644.41,328885,ok
2021-10-21,647.92,663.78,643.805,663.25,321735,ok
2021-10-22,664.52,669.09,659.91,663.57,281832,ok
2021-10-25,664.74,666.51,659.415,661.34,409486,ok
2021-10-26,662.53,663.72,657.13,658.35,312387,ok
2021-10-27,658.09,658.42,647.1,650.95,620775,ok
2021-10-28,644.0,645.32,613.28,624.8,951616,ok
2021-10-29,624.31,632.37,618.26,622.32,552268,ok
2021-11-01,622.33,625.44,615.925,619.73,535722,ok
2021-11-02,621.93,628.95,617.66,621.1,592288,ok
2021-11-03,622.75,624.94,614.01,621.57,436124,ok
2021-11-04,620.83,636.33,620.83,633.87,532423,ok
2021-11-05,637.0,639.66,631.16,638.08,311891,ok
2021-11-08,637.63,640.62,630.92,635.16,238833,ok
2021-11-09,636.84,647.55,635.5,643.45,291812,ok
2021-11-10,642.79,648.04,642.79,646.605,106681,ok
